CUDA available: True
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
27 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
27 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
21 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
21 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
20 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
20 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
20 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
20 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
27 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
34 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
34 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 12 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
23 %, 6 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
23 %, 6 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 9 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 9 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
25 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
25 %, 7 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
22 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
22 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
22 %, 4 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 13 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
35 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 14 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 11 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 10 %, 11016 MiB, 4230 MiB, 6786 MiB
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
